base_pid,QID183,QID184,QID192,QID193,QID165,QID166,QID163,QID164,QID169,QID170,QID167,QID168,QID154,QID156,QID157,QID158,QID287_1,QID287_10,QID287_11,QID287_12,QID287_2,QID287_3,QID287_4,QID287_5,QID287_6,QID287_7,QID171,QID172,QID173,QID159_1,QID159_2,QID159_3,QID160_1,QID160_2,QID160_3,QID194,QID195,QID196,QID288_1,QID288_2,QID288_3,QID288_4,QID289_1,QID289_2,QID289_3,QID289_4,QID290_1,QID290_10,QID290_11,QID290_12,QID290_2,QID290_3,QID290_4,QID290_5,QID290_6,QID290_7,QID291,QID162,QID161,QID198_1,QID198_10,QID198_2,QID198_3,QID198_4,QID198_5,QID198_6,QID198_7,QID198_8,QID198_9,QID203_1,QID203_2,QID203_3,QID203_4,QID203_5,QID203_6,QID9_1,QID9_10,QID9_11,QID9_12,QID9_13,QID9_14,QID9_15,QID9_16,QID9_17,QID9_18,QID9_19,QID9_2,QID9_20,QID9_21,QID9_22,QID9_23,QID9_24,QID9_25,QID9_26,QID9_27,QID9_28,QID9_29,QID9_3,QID9_30,QID9_31,QID9_32,QID9_33,QID9_34,QID9_35,QID9_36,QID9_37,QID9_38,QID9_39,QID9_4,QID9_40,QID9_5,QID9_6,QID9_7,QID9_8,QID9_9,QID174,QID175,QID176,QID177,QID178,QID179,QID181,QID182,QID191,QID190,QID189
pid_623,1.0,,1.0,,2.0,35.0,,,2.0,500.0,,,,40.0,5.0,,1.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,,,,,5.0,5.0,2.0,1.0,,2.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,6.0,10.0,35.0,80.0,60.0,15.0,20.0,5.0,10.0,0.0,70.0,1.0,6.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,5.0,,,6.0,,,15.0,3.0,,
pid_624,1.0,,1.0,,2.0,12.0,,,,,1.0,105.0,90.0,,2.0,,4.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,,1.0,,,,,2.0,1.0,3.0,3.0,,2.0,5.0,1.0,2.0,5.0,1.0,5.0,6.0,5.0,55.0,100.0,30.0,60.0,40.0,45.0,35.0,41.0,30.0,65.0,1.0,,7.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,4.0,,,1.0,,,20.0,1.0,,
pid_625,,2.0,,2.0,,,1.0,20.0,,,2.0,82.0,,85.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,1.0,,,,,,4.0,3.0,2.0,5.0,,1.0,6.0,2.0,5.0,3.0,5.0,7.0,7.0,7.0,71.0,61.0,71.0,67.0,44.0,74.0,43.0,64.0,45.0,57.0,1.0,,6.0,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,,,2.0,,,,18.0,1.0,,
pid_626,,2.0,,2.0,,,1.0,53.0,2.0,800.0,,,,70.0,,4.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,,,4.0,3.0,3.0,1.0,,,,,5.0,1.0,6.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,66.0,64.0,52.0,76.0,68.0,65.0,73.0,76.0,67.0,64.0,1.0,,6.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,,5.0,,,3.0,,14.0,4.0,,
pid_627,,2.0,,2.0,2.0,30.0,,,2.0,600.0,,,90.0,,1.0,,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,3.0,4.0,2.0,,1.0,1.0,2.0,1.0,6.0,5.0,2.0,5.0,5.0,5.0,9.0,16.0,78.0,60.0,4.0,3.0,8.0,10.0,21.0,17.0,1.0,,5.0,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,,,20.0,2.0,,
pid_628,1.0,,,2.0,,,2.0,9.0,,,1.0,90.0,,55.0,1.0,,1.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,1.0,4.0,,4.0,,,,,3.0,5.0,2.0,2.0,,2.0,6.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,20.0,33.0,60.0,25.0,25.0,25.0,10.0,25.0,5.0,55.0,3.0,6.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,,,4.0,,,5.0,,,3.0
pid_629,1.0,,1.0,,,,1.0,14.0,2.0,800.0,,,,100.0,,2.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,,,1.0,4.0,4.0,3.0,,,,5.0,,2.0,7.0,4.0,2.0,4.0,2.0,6.0,7.0,5.0,60.0,30.0,55.0,50.0,25.0,50.0,75.0,50.0,40.0,80.0,1.0,,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,2.0,,,3.0,20.0,,,,3.0
pid_630,1.0,,1.0,,1.0,89.0,,,1.0,3000.0,,,20.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,2.0,,,,,,4.0,2.0,2.0,4.0,,2.0,5.0,2.0,1.0,1.0,2.0,7.0,7.0,7.0,50.0,75.0,50.0,65.0,30.0,60.0,70.0,60.0,50.0,85.0,2.0,,5.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,,,4.0,,,,20.0,,6.0,
pid_631,,2.0,1.0,,,,1.0,40.0,,,1.0,90.0,,71.0,4.0,,3.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,5.0,,,,,3.0,2.0,4.0,3.0,,2.0,3.0,1.0,1.0,3.0,1.0,5.0,7.0,5.0,44.0,40.0,50.0,45.0,50.0,41.0,43.0,46.0,29.0,100.0,3.0,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,6.0,,,14.0,,10.0,
pid_632,1.0,,,1.0,,,2.0,0.0,1.0,400.0,,,,35.0,2.0,,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,1.0,5.0,3.0,,,2.0,5.0,2.0,,,,,3.0,2.0,2.0,1.0,3.0,3.0,2.0,5.0,6.0,6.0,71.0,95.0,86.0,90.0,74.0,96.0,52.0,54.0,26.0,94.0,1.0,,6.0,,,,,,,,,,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,5.0,,,,20.0,,9.0,
pid_633,,2.0,,2.0,,,1.0,51.0,,,1.0,120.0,,85.0,,4.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,,,4.0,5.0,2.0,,,,,4.0,1.0,6.0,2.0,7.0,7.0,2.0,5.0,7.0,7.0,30.0,55.0,80.0,35.0,45.0,50.0,60.0,25.0,75.0,70.0,3.0,,7.0,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,,,4.0,,,,15.0,,,2.0
pid_634,,2.0,1.0,,,,1.0,15.0,2.0,500.0,,,30.0,,,5.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,,,2.0,3.0,4.0,3.0,,,,4.0,,1.0,5.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,40.0,38.0,59.0,46.0,35.0,30.0,40.0,37.0,34.0,35.0,4.0,,7.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,,,5.0,,,6.0,18.0,,,3.0,
pid_635,,2.0,1.0,,,,1.0,54.0,2.0,600.0,,,,70.0,2.0,,3.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,1.0,,,6.0,4.0,2.0,,,,,4.0,2.0,5.0,1.0,4.0,7.0,5.0,7.0,5.0,6.0,33.0,70.0,45.0,40.0,55.0,40.0,70.0,40.0,75.0,50.0,3.0,6.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,,,5.0,,,,15.0,,,3.0
pid_636,1.0,,2.0,,1.0,70.0,,,,,1.0,100.0,,70.0,,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,,2.0,,2.0,3.0,1.0,,,,,3.0,2.0,6.0,2.0,2.0,3.0,4.0,5.0,6.0,5.0,29.0,31.0,15.0,30.0,15.0,11.0,86.0,24.0,8.0,14.0,3.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,5.0,,,2.0,,10.0,,2.0,,
pid_637,2.0,,,2.0,,,1.0,20.0,,,1.0,200.0,30.0,,2.0,,4.0,5.0,2.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,,,2.0,3.0,4.0,1.0,,,,,6.0,1.0,7.0,2.0,3.0,5.0,3.0,7.0,6.0,6.0,40.0,60.0,45.0,65.0,30.0,55.0,52.0,64.0,55.0,70.0,2.0,6.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,4.0,,,4.0,,10.0,1.0,,
pid_638,,2.0,,1.0,,,1.0,20.0,,,1.0,250.0,10.0,,,3.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,,,,,,4.0,2.0,4.0,3.0,,1.0,6.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,80.0,86.0,16.0,22.0,75.0,87.0,100.0,57.0,90.0,100.0,3.0,6.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,,,6.0,,,,18.0,,,5.0
pid_639,1.0,,,1.0,2.0,52.0,,,2.0,991.0,,,30.0,,,2.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,,,,,2.0,4.0,3.0,5.0,,1.0,5.0,1.0,4.0,5.0,2.0,6.0,6.0,6.0,34.0,73.0,56.0,24.0,18.0,40.0,34.0,34.0,39.0,73.0,4.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,1.0,,,0.0,,9.0,
pid_640,,1.0,1.0,,1.0,100.0,,,,,1.0,200.0,5.0,,,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,,,1.0,,,,3.0,4.0,3.0,,6.0,2.0,7.0,2.0,2.0,2.0,3.0,6.0,6.0,6.0,46.0,63.0,81.0,81.0,23.0,68.0,42.0,67.0,50.0,79.0,3.0,6.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,5.0,,,6.0,,10.0,,,2.0
pid_641,,2.0,,2.0,,,1.0,50.0,,,1.0,300.0,85.0,,,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,1.0,,,,,,2.0,4.0,1.0,,6.0,2.0,6.0,5.0,4.0,3.0,5.0,5.0,6.0,6.0,70.0,95.0,80.0,50.0,50.0,80.0,75.0,50.0,25.0,50.0,1.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,,,3.0,,,15.0,,,,3.0
pid_642,2.0,,,1.0,2.0,54.0,,,,,1.0,500.0,30.0,,,4.0,1.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,,,,,,3.0,3.0,3.0,2.0,,1.0,6.0,1.0,2.0,2.0,1.0,5.0,7.0,7.0,30.0,70.0,50.0,85.0,65.0,55.0,80.0,60.0,45.0,95.0,2.0,6.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,,,5.0,,,20.0,,,10.0,
pid_643,1.0,,,2.0,2.0,50.0,,,2.0,300.0,,,,85.0,3.0,,5.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,,,,,,3.0,4.0,4.0,5.0,,1.0,7.0,3.0,6.0,5.0,3.0,5.0,5.0,5.0,62.0,72.0,78.0,60.0,38.0,10.0,64.0,68.0,59.0,68.0,4.0,6.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,,,3.0,,,,20.0,,,2.0
pid_644,,2.0,1.0,,,,2.0,0.0,2.0,800.0,,,3.0,,,5.0,4.0,5.0,5.0,5.0,2.0,4.0,3.0,4.0,4.0,4.0,,2.0,,5.0,3.0,1.0,,,,2.0,,2.0,7.0,1.0,6.0,1.0,5.0,7.0,4.0,7.0,90.0,95.0,90.0,95.0,60.0,75.0,70.0,90.0,50.0,95.0,1.0,5.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,5.0,,,5.0,,15.0,,,,2.0
pid_645,,1.0,,1.0,,,1.0,54.0,2.0,350.0,,,,40.0,2.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,,,2.0,,,,6.0,1.0,1.0,,3.0,2.0,6.0,3.0,6.0,6.0,2.0,5.0,6.0,6.0,64.0,76.0,83.0,80.0,46.0,73.0,63.0,78.0,18.0,42.0,2.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,5.0,,,5.0,16.0,,,10.0,
pid_646,,2.0,,1.0,2.0,35.0,,,,,1.0,135.0,,70.0,1.0,,4.0,5.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,,,,,,3.0,4.0,5.0,5.0,,1.0,6.0,1.0,5.0,5.0,3.0,7.0,6.0,6.0,35.0,56.0,50.0,30.0,15.0,25.0,46.0,55.0,55.0,79.0,3.0,6.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,,,2.0,,,20.0,,,9.0,
pid_647,,2.0,1.0,,,,1.0,50.0,2.0,350.0,,,,70.0,,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,,4.0,,,,3.0,3.0,3.0,3.0,,2.0,7.0,3.0,6.0,6.0,2.0,4.0,7.0,7.0,30.0,55.0,67.0,55.0,24.0,33.0,64.0,69.0,41.0,57.0,1.0,6.0,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,4.0,,,6.0,19.0,,2.0,,
pid_650,,2.0,,2.0,2.0,60.0,,,1.0,1005.0,,,90.0,,,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,,,4.0,4.0,2.0,,,,3.0,,2.0,7.0,5.0,5.0,7.0,3.0,5.0,6.0,5.0,30.0,70.0,90.0,50.0,20.0,5.0,80.0,70.0,30.0,90.0,1.0,,7.0,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,,,1.0,,,,3.0,,,1.0
pid_651,1.0,,,2.0,,,1.0,40.0,,,1.0,300.0,,70.0,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,2.0,,,2.0,5.0,3.0,,,,4.0,,1.0,5.0,2.0,7.0,7.0,5.0,3.0,6.0,4.0,18.0,40.0,80.0,40.0,22.0,30.0,60.0,50.0,20.0,55.0,3.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,,,3.0,,,20.0,,,7.0,
pid_652,1.0,,,2.0,,,1.0,20.0,2.0,500.0,,,,70.0,,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,2.0,,,,,4.0,3.0,2.0,,4.0,1.0,6.0,2.0,4.0,2.0,1.0,6.0,5.0,5.0,65.0,51.0,42.0,51.0,37.0,43.0,51.0,60.0,68.0,74.0,3.0,6.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,4.0,,,4.0,,,8.0,,4.0,
pid_653,2.0,,,1.0,,,2.0,10.0,,,1.0,100.0,,73.0,5.0,,1.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,,4.0,,,,,4.0,6.0,5.0,,5.0,2.0,6.0,1.0,2.0,3.0,1.0,7.0,6.0,5.0,12.0,82.0,73.0,62.0,26.0,30.0,62.0,68.0,44.0,65.0,3.0,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,,,5.0,,12.0,,,,3.0
pid_654,1.0,,1.0,,,,1.0,40.0,,,1.0,280.0,,65.0,,4.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,,,,,,4.0,3.0,4.0,,5.0,2.0,7.0,1.0,2.0,2.0,5.0,7.0,7.0,6.0,57.0,61.0,60.0,58.0,51.0,43.0,54.0,56.0,38.0,58.0,3.0,6.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,,,4.0,,,,10.0,,5.0,
pid_655,2.0,,,1.0,,,1.0,52.0,2.0,380.0,,,30.0,,5.0,,4.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,,,,,,4.0,3.0,1.0,,6.0,1.0,5.0,4.0,2.0,3.0,5.0,5.0,6.0,7.0,70.0,70.0,78.0,49.0,50.0,86.0,79.0,80.0,38.0,95.0,3.0,6.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,,2.0,,,14.0,,8.0,,
