base_pid,gender,age_band,race,target_cell_proportion,clean_pool_cell_n,poststratification_weight
pid_393,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_394,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_395,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_396,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_397,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_398,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_399,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_400,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_401,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_402,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_403,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_404,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_405,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_406,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_407,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_408,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_409,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_410,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_411,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_412,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_413,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_414,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_415,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_416,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_417,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_418,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_419,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_420,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_421,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_423,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_424,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_425,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_426,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_427,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_428,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_429,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_431,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_432,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_433,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_434,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_435,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_436,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_437,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_438,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_439,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_440,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_441,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_442,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_443,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_444,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_445,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_446,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_447,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_448,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_450,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_451,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_452,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_453,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_454,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_455,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_456,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_458,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_459,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_460,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_461,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_462,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_463,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_464,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_465,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_466,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_467,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_468,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_469,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_470,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_471,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_472,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_473,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_474,Female,45-59,Black / African American,0.0146110438331315,16,1.75423845021535
pid_475,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_477,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_478,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_479,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_480,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_481,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_482,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_483,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_484,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_485,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_486,Female,60+,Asian / Asian American,0.00905602716808151,15,1.15977521265897
pid_487,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_488,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_490,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_491,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_492,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_493,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_494,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_495,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_496,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_497,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_498,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_500,Female,45-59,Other,0.0029440088320265,10,0.56554409663229
pid_502,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_503,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_504,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_507,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_508,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_509,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_510,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_511,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_512,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_513,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_514,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_515,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_516,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_517,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_518,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_519,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_520,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_521,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_522,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_523,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_524,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_525,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_526,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_527,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_528,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_529,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_530,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_531,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_532,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_533,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_534,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_536,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_537,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_539,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_541,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_542,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_544,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_547,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_548,Male,60+,Other,0.0027220081660245,12,0.435748140577755
pid_549,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_550,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_551,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_552,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_553,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_554,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_555,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_556,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_557,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_558,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_559,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_560,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_561,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_562,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_563,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_564,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_565,Female,60+,Hispanic / Latino,0.018444055332166,13,2.7254638686993
pid_566,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_567,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_568,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_569,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_570,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_571,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_572,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_573,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_575,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_576,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_577,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_578,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_579,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_580,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_581,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_582,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_583,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_584,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_585,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_586,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_587,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_588,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_589,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_591,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_592,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_593,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_595,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_596,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_597,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_598,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_599,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_600,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_601,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_602,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_603,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_604,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_605,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_606,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_607,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_608,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_609,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_610,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_611,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_612,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_613,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_614,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_615,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_617,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_618,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_619,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_621,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_622,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_623,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_624,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_625,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_626,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_627,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_628,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_629,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_630,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_631,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_632,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_633,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_634,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_635,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_636,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_637,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_638,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_639,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_640,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_641,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_642,Female,30-44,Black / African American,0.017444052332157,26,1.28884709731052
pid_643,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_644,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_645,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_646,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_647,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_650,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_651,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_652,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_653,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_654,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_655,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_656,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_657,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_658,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_659,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_660,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_661,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_662,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_663,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_664,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_665,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_666,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_667,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_668,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_669,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_670,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_671,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_672,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_673,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_674,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_675,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_676,Female,45-59,Hispanic / Latino,0.0199440598321795,14,2.73660992411549
pid_677,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_679,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_680,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_681,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_682,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_683,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_684,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_685,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_686,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_687,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_688,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_689,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_690,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_691,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_692,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_693,Female,30-44,Other,0.0039440118320355,17,0.445673337020011
pid_694,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_695,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_696,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_697,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_698,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_699,Female,18-29,Other,0.003889011667035,14,0.533627958026731
pid_700,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_701,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_702,Male,60+,Hispanic / Latino,0.0162780488341465,12,2.60584431753295
pid_703,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_704,Male,18-29,Hispanic / Latino,0.025444076332229,54,0.905149456189109
pid_705,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_708,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_709,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_710,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_711,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_712,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_713,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_714,Female,45-59,Asian / Asian American,0.008444025332076,7,2.31728180898828
pid_715,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_716,Male,18-29,Black / African American,0.0138330414991245,27,0.984195285919191
pid_717,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_718,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_719,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_720,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_721,Male,45-59,Asian / Asian American,0.007667023001069,12,1.22736259875446
pid_722,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_723,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_724,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_725,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_726,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_727,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_728,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_729,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_730,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_731,Male,60+,Black / African American,0.0145000435001305,29,0.960502881508644
pid_732,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_733,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_735,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_736,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_737,Female,60+,Other,0.003222009666029,20,0.309474028422085
pid_738,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_739,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_740,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_742,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_744,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_745,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_746,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_747,Female,18-29,Hispanic / Latino,0.023667071001213,20,2.27322216966651
pid_748,Male,30-44,Other,0.003889011667035,19,0.393199548019697
pid_750,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_751,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_752,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_753,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_754,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_755,Female,18-29,Black / African American,0.0145000435001305,25,1.11418334255003
pid_756,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_757,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_758,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_760,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_761,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_762,Male,45-59,Black / African American,0.0132780398341195,15,1.7004743014229
pid_763,Male,30-44,Hispanic / Latino,0.029333087999264,40,1.40872155116465
pid_764,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_765,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_766,Female,18-29,White / Caucasian,0.0500561501684505,97,0.991318190449417
pid_767,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_768,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_769,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
pid_770,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_771,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_772,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_773,Female,30-44,Hispanic / Latino,0.02777808333425,24,2.22340408687893
pid_774,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_775,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_776,Male,30-44,Asian / Asian American,0.010222030666092,20,0.981826045478136
pid_777,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_778,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_780,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_781,Male,30-44,White / Caucasian,0.071667215001645,157,0.876896305848153
pid_782,Female,30-44,White / Caucasian,0.0690562071686215,129,1.0283486354335
pid_783,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_784,Female,18-29,Asian / Asian American,0.0068330204990615,18,0.729235132149841
pid_786,Male,18-29,White / Caucasian,0.0529441588324765,84,1.21078248949033
pid_787,Male,30-44,Black / African American,0.0162780488341465,37,0.845138697578255
pid_788,Male,45-59,White / Caucasian,0.0696112088336265,103,1.29828283659608
pid_789,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_790,Female,60+,Black / African American,0.018444055332166,57,0.621597022685805
pid_791,Male,60+,White / Caucasian,0.101944305832918,277,0.706985601101208
pid_792,Female,45-59,White / Caucasian,0.0692782078346235,120,1.1090286437526
pid_793,Female,60+,White / Caucasian,0.117222351667055,313,0.719438139145088
pid_794,Male,60+,Asian / Asian American,0.007111021333064,17,0.803545410636232
