persona_id,age_band,gender,QID1721185783_3_TEXT,year_birth,race,QID1721185785_5_TEXT,education,QID1721185787_1,QID1721185787_2,QID1721185787_3,income,household,social_class,rural,zip_code,attention1,party,QID1721185795_4_TEXT,religion,QID1721185824_22_TEXT,epist_auton_1,epist_auton_2,epist_auton_3,epist_auton_4,epist_auton_5,epist_auton_6,attention2,partisan_importance,religion_bornagain,religiosity
pid_397,60+,Male,,1958,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",2,Upper class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,7 Strongly agree,7 Strongly agree,2,6,7 Strongly agree,1 Strongly disagree,attention,65,No,35
pid_398,60+,Female,,1965,Latino / Hispanic,,Some college or Associate's degree,No,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Buddhist,,6,6,4,6,6,2,attention,,,15
pid_399,60+,Female,,1948,Other,Other,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,75,,
pid_400,60+,Female,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Buddhist,,6,6,2,6,6,1 Strongly disagree,attention,85,,25
pid_401,18-29,Male,,2000,Latino / Hispanic,,Less than high school,No,No,Not applicable,"$30,000 to $55,999",4,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,5,5,5,5,6,2,attention,,,
pid_402,60+,Female,,1965,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,70,No,75
pid_403,30-44,Male,,1985,Black / African-American,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,80,,
pid_404,45-59,Male,,1980,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,75,No,55
pid_405,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,2,6,6,1 Strongly disagree,attention,70,No,85
pid_406,18-29,Male,,2000,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"Less than $30,000",3,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,No,45
pid_407,60+,Male,,1965,Latino / Hispanic,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,4,6,6,2,attention,55,,
pid_408,60+,Female,,1948,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,70,No,30
pid_409,45-59,Male,,1980,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,85,No,60
pid_410,18-29,Female,,1998,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,70,,
pid_411,45-59,Male,,1980,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,2,6,6,2,attention,85,No,65
pid_412,45-59,Male,,1979,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$168,000 or more",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,2,6,6,2,attention,90,No,75
pid_413,30-44,Female,,1985,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",6 or more,Working class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,1 Strongly disagree,attention,,,15
pid_414,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,70,,
pid_415,60+,Male,,1948,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,10001,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,3,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,60,,
pid_416,45-59,Male,,1980,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,65,Yes,65
pid_417,60+,Male,,1948,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"Less than $30,000",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,4,6,7 Strongly agree,1 Strongly disagree,attention,,,
pid_418,60+,Male,,1965,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,45
pid_419,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other,6,6,3,6,6,2,attention,75,,75
pid_420,45-59,Male,,1968,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,1 Strongly disagree,attention,,No,40
pid_421,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,85,No,60
pid_422,60+,Female,,1962,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,40,No,35
pid_423,18-29,Male,,2000,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,2,6,6,1 Strongly disagree,attention,75,No,75
pid_424,60+,Male,,1965,Other,,Some college or Associate's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Buddhist,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,25
pid_425,45-59,Male,,1968,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,2,attention,,No,70
pid_426,18-29,Female,,1998,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,6,2,attention,60,,
pid_427,60+,Male,,1945,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_428,18-29,Male,,1998,Black / African-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,65,No,55
pid_429,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,4,6,6,1 Strongly disagree,attention,85,No,15
pid_430,30-44,Female,,1985,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,I am not religious,,6,6,4,6,6,2,attention,70,,
pid_431,45-59,Male,,1980,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,65,No,35
pid_432,30-44,Male,,1985,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,Yes,75
pid_433,18-29,Female,,1998,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$100,000 to $167,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,No,45
pid_434,60+,Male,,1965,White / Caucasian,,Master's degree / Professional degree,Yes,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Other,6,6,3,6,6,2,attention,,,15
pid_435,60+,Male,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",3,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,70,Yes,70
pid_436,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_437,30-44,Female,,1985,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",3,Middle class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,2,6,7 Strongly agree,1 Strongly disagree,attention,75,,
pid_438,18-29,Male,,2000,Latino / Hispanic,,High school diploma / GED,Yes,Yes,No,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,4,6,6,2,attention,70,No,30
pid_439,60+,Female,,1962,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Mormon,,6,6,2,6,6,5,attention,75,Yes,85
pid_440,30-44,Female,,1985,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$100,000 to $167,999",1,Upper class,A large city,10001,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,,,
pid_441,60+,Male,,1965,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,75,No,55
pid_442,45-59,Female,,1968,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,2,6,6,2,attention,,No,45
pid_443,30-44,Male,,1985,Black / African-American,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",2,Working class,A large city,10001,Somewhat disagree,Independent,,I am not religious,,6,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,,,
pid_444,18-29,Male,,1998,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",1,Middle class,A large city,02139,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,85,No,75
pid_445,45-59,Male,,1980,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",3,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,7 Strongly agree,7 Strongly agree,4,7 Strongly agree,7 Strongly agree,2,attention,35,No,45
pid_446,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",4,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_447,60+,Male,,1965,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,70,Yes,75
pid_448,30-44,Male,,1982,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"$56,000 to $99,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,I am not religious,,6,6,3,6,6,2,attention,65,,
pid_449,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_450,45-59,Female,,1980,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",4,Working class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_451,60+,Female,,1948,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$30,000 to $55,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,7 Strongly agree,1 Strongly disagree,attention,75,,
pid_452,30-44,Male,,1985,White / Caucasian,,Master's degree / Professional degree,Yes,Yes,Yes,"$168,000 or more",6 or more,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,70,Yes,70
pid_453,18-29,Male,,2000,Black / African-American,,Some college or Associate's degree,No,Yes,No,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,55,No,45
pid_454,45-59,Male,,1980,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Jewish,,6,6,3,6,6,2,attention,,,25
pid_455,45-59,Female,,1980,Asian / Asian-American,,Some college or Associate's degree,No,Yes,Yes,"$100,000 to $167,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,55,Yes,75
pid_456,45-59,Female,,1978,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$168,000 or more",6 or more,Upper class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_458,30-44,Female,,1985,Black / African-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",3,Middle class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,45
pid_459,60+,Female,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$100,000 to $167,999",3,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,70,No,45
pid_460,45-59,Male,,1979,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,70,,
pid_461,60+,Male,,1965,White / Caucasian,,Master's degree / Professional degree,Yes,Yes,Yes,"$168,000 or more",3,Upper class,A large city,30309,Somewhat disagree,Democrat,,Protestant,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,75,No,55
pid_462,60+,Female,,1945,White / Caucasian,,Some college or Associate's degree,No,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,75,Yes,80
pid_463,18-29,Female,,1998,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A large city,99999,Somewhat disagree,Democrat,,Jewish,,6,6,3,6,6,2,attention,85,,20
pid_464,18-29,Female,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",3,Working class,A large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,75,,
pid_465,18-29,Female,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",3,Upper class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,75,No,55
pid_466,60+,Male,,1965,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,1 Strongly disagree,attention,,,
pid_467,18-29,Female,,2000,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,5,5,3,5,5,2,attention,60,,
pid_468,60+,Female,,1963,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Other religion (please specify),Other,6,6,3,6,6,2,attention,75,,30
pid_469,45-59,Female,,1980,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,75,Yes,75
pid_470,18-29,Male,,2000,Latino / Hispanic,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",2,Middle class,A large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,4,6,6,2,attention,,,
pid_471,18-29,Female,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"Less than $30,000",6 or more,Working class,A small city or town,99999,Somewhat disagree,Independent,,Catholic,,6,6,3,6,6,2,attention,,No,70
pid_472,60+,Male,,1948,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,75,Yes,75
pid_473,60+,Female,,1966,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Protestant,,6,6,2,6,6,1 Strongly disagree,attention,85,No,40
pid_474,45-59,Female,,1980,Black / African-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$168,000 or more",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Other (please specify),Progressive,Protestant,,6,6,4,6,6,1 Strongly disagree,attention,,No,70
pid_475,18-29,Male,,2000,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,50
pid_476,45-59,Female,,1978,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,,,
pid_477,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,85,Yes,85
pid_478,60+,Male,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,65,No,20
pid_479,60+,Male,,1965,White / Caucasian,,Master's degree / Professional degree,Yes,Yes,Yes,"$168,000 or more",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,2,6,6,2,attention,90,No,90
pid_480,30-44,Male,,1985,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$56,000 to $99,999",6 or more,Middle class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,6,6,3,6,6,2,attention,,,
pid_481,18-29,Female,,2003,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",3,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,70,Yes,75
pid_482,60+,Male,,1948,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",4,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Catholic,,6,6,3,6,6,2,attention,65,No,75
pid_483,45-59,Female,,1980,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Protestant,,5,5,3,5,5,5,attention,70,Yes,70
pid_484,30-44,Female,,1985,Other,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,65,,
pid_485,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,80,,
pid_486,60+,Female,,1965,Asian / Asian-American,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,70,,
pid_487,18-29,Female,,2000,Black / African-American,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",6 or more,Working class,A small city or town,99999,Somewhat disagree,Independent,,Other religion (please specify),Spiritual but not religious,6,6,4,6,6,2,attention,,,30
pid_488,60+,Female,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,75,Yes,65
pid_490,30-44,Female,,1985,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,5,5,4,5,5,2,attention,,No,45
pid_491,30-44,Male,,1984,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$56,000 to $99,999",3,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,70,,
pid_492,60+,Female,,1965,White / Caucasian,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",3,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Catholic,,6,6,4,6,6,2,attention,75,No,75
pid_493,60+,Female,,1948,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$56,000 to $99,999",1,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,6,1 Strongly disagree,attention,75,,
pid_494,60+,Female,,1948,White / Caucasian,,Some college or Associate's degree,No,Yes,Yes,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,70,,
pid_495,60+,Female,,1955,Black / African-American,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,Other religion (please specify),Other,6,6,3,6,6,2,attention,70,,85
pid_496,60+,Female,,1965,White / Caucasian,,Master's degree / Professional degree,Yes,Yes,Yes,"$168,000 or more",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Independent,,Catholic,,6,6,4,6,6,2,attention,,No,85
pid_497,60+,Female,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Protestant,,6,6,3,6,6,2,attention,80,Yes,90
pid_498,60+,Male,,1945,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"$30,000 to $55,999",2,Working class,A small city or town,99999,Somewhat disagree,Other (please specify),Something else,Other religion (please specify),Non-denominational Christian,6,6,3,6,6,2,attention,,,90
pid_499,60+,Male,,1965,White / Caucasian,,Some college or Associate's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,2,attention,75,,
pid_500,45-59,Female,,1967,Other,,Bachelor's degree,Yes,Yes,Yes,"Less than $30,000",2,Working class,A small city or town,99999,Somewhat disagree,Democrat,,Jewish,,7 Strongly agree,7 Strongly agree,2,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,75,,10
pid_502,60+,Female,,1948,White / Caucasian,,Some college or Associate's degree,Yes,Yes,No,"$30,000 to $55,999",1,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,5,6,6,2,attention,75,,
pid_503,60+,Female,,1948,White / Caucasian,,High school diploma / GED,No,Yes,Not applicable,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,Protestant,,6,6,4,6,6,2,attention,,No,50
pid_504,60+,Male,,1965,Other,Other,Some college or Associate's degree,Yes,Yes,Yes,"Less than $30,000",1,Working class,A small city or town,99999,Somewhat disagree,Independent,,I am not religious,,7 Strongly agree,7 Strongly agree,5,7 Strongly agree,7 Strongly agree,1 Strongly disagree,attention,,,
pid_506,60+,Male,,1948,White / Caucasian,,Bachelor's degree,No,Yes,Yes,"$30,000 to $55,999",1,Middle class,A small city or town,99999,Somewhat disagree,Republican,,Protestant,,6,6,3,6,6,2,attention,85,Yes,75
pid_507,60+,Male,,1965,Black / African-American,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Independent,,Protestant,,6,6,3,6,6,2,attention,,Yes,65
pid_508,30-44,Male,,1985,Latino / Hispanic,,High school diploma / GED,Yes,Yes,Not applicable,"$56,000 to $99,999",3,Working class,A small city or town,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,3,6,6,1 Strongly disagree,attention,65,,
pid_509,45-59,Female,,1970,White / Caucasian,,Doctorate degree / Ph.D.,Yes,Yes,Yes,"$30,000 to $55,999",4,Middle class,A suburb near a large city,99999,Somewhat disagree,Republican,,Muslim,,6,6,4,6,6,2,attention,70,,40
pid_510,45-59,Male,,1980,White / Caucasian,,Doctorate degree / Ph.D.,No,Yes,Yes,"$100,000 to $167,999",4,Upper class,A suburb near a large city,99999,Somewhat disagree,Republican,,Catholic,,6,6,3,6,6,2,attention,75,No,65
pid_511,60+,Male,,1965,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",6 or more,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,Catholic,,7 Strongly agree,7 Strongly agree,3,6,7 Strongly agree,1 Strongly disagree,attention,65,No,85
pid_512,18-29,Female,,1998,White / Caucasian,,Bachelor's degree,Yes,Yes,Yes,"$100,000 to $167,999",2,Middle class,A suburb near a large city,48104,Somewhat disagree,Republican,,Protestant,,6,6,4,6,6,2,attention,90,Yes,85
pid_513,60+,Male,,1965,Asian / Asian-American,,Bachelor's degree,Yes,Yes,Yes,"$56,000 to $99,999",2,Middle class,A suburb near a large city,99999,Somewhat disagree,Democrat,,I am not religious,,6,6,2,6,6,2,attention,85,,
